zip5,sumtotal
64113,22147.64
10032,22136.61
97402,22125.06
94957,22114.84
78660,22107.77
93001,22059.75
11791,22039.5
08054,22025.48
06525,22014.5
78750,21990.07
02451,21971.53
92637,21962.8
60069,21927.37
02540,21921.07
91214,21881.9
94502,21863.59
33704,21839.28
61822,21831.71
97404,21831.1
92626,21825.68
95076,21818.67
78028,21790.01
22305,21767.22
02903,21751.16
92629,21731.22
32205,21724.19
48108,21694.56
90740,21681.73
75093,21652.05
53593,21634.42
78729,21620.81
11530,21608.39
94954,21563.87
97006,21514.06
30047,21509.38
37206,21507.13
70124,21505.7
45208,21494.31
10562,21493.55
06443,21488.97
30002,21474.2
98208,21450.02
43215,21444.46
92011,21435.51
15213,21430.35
10038,21415.35
33176,21406.57
27609,21403.01
90043,21393.44
60068,21383.58
19125,21376.15
19803,21358.54
94066,21354.57
02111,21349.54
95035,21345.28
11104,21337.49
02360,21314.46
96067,21306.69
63122,21300.78
55305,21288.22
20855,21287.69
52240,21267.22
90293,21229.96
90815,21228.78
04101,21211.08
89120,21207.98
21202,21206.71
99362,21204.7
92126,21203.11
92260,21201.45
48864,21165.78
92708,21161.2
95648,21138.74
99163,21093.04
35222,21092.12
77002,21076.52
07024,21065.78
95136,21062.3
49506,21056.65
07450,21055.83
40502,21053.77
21217,21050.21
91301,21032.88
19403,21003.86
78735,20993.05
78733,20985.89
33140,20982.87
80015,20970.25
05602,20963.63
92620,20944.55
05301,20937.26
27410,20929.55
08550,20929.17
95065,20923.02
90807,20908.28
55112,20900.22
05403,20893.39
55436,20884.95
80231,20863.24
83014,20857.14
32082,20852.96
73072,20848.58
98406,20843.74
30349,20836.24
80020,20820.1
92679,20810.73
46032,20809.09
55418,20778.52
92656,20775.67
30043,20767.26
28211,20758.39
93950,20721.89
95403,20716.65
46220,20716.42
92115,20679.84
93422,20672.22
94801,20664.41
02806,20663.96
55424,20662.69
04011,20638.49
46240,20631.23
91361,20619.05
90503,20606.82
27603,20594.52
02132,20588.63
85251,20585.65
53716,20582.54
12401,20553.74
30269,20532.45
94591,20524.49
96161,20519.02
94015,20507.43
80204,20503.94
99223,20488.81
18938,20475.42
52246,20442.05
48170,20436.15
92705,20418.9
80122,20407.64
60642,20406.25
01950,20390.07
95118,20383.2
19380,20378.92
43220,20346.05
55391,20328.23
94945,20328
28277,20320.95
85614,20317.49
27615,20253.22
12309,20197.18
29926,20178.78
20832,20160.64
90029,20152.37
90814,20108.47
87104,20108.36
06107,20098.69
02142,20084.7
80537,20067.6
30303,20045.84
90008,20043.88
10520,20043.79
20853,20039.64
01965,20011.67
94065,19996.51
47404,19976.66
75201,19964.03
33446,19962.04
08904,19951.2
33496,19939.69
98362,19937.39
33432,19931.11
83340,19924.77
03049,19909.48
38138,19908.34
91406,19901.79
89014,19886.84
91344,19870.02
55118,19845.21
10580,19826.34
07006,19796.38
78641,19745.73
28036,19707.89
78633,19652.55
76034,19643
02738,19639.84
02030,19621.49
48304,19619.17
92869,19617.03
94304,19608.44
55108,19603.08
11102,19602.09
15208,19598.59
75013,19558.68
52245,19555.09
27607,19554.23
93150,19550
98166,19545.64
85044,19517.76
84108,19490.73
91360,19464.42
19047,19437.88
92373,19431.03
85711,19422.9
43230,19409.95
90290,19398.23
20018,19397.88
22312,19369.2
17601,19361.23
94534,19347.19
81435,19318.02
85226,19315.54
04105,19307.78
06355,19295
80016,19286.85
46260,19284.99
28801,19237.95
21201,19237.01
91941,19217.3
97231,19202.68
92078,19171.03
20175,19153.9
11105,19152.96
21211,19150.01
28711,19138.71
53719,19122.36
90401,19113.31
97504,19105.33
44124,19086.92
19102,19077.62
77845,19058.25
95401,19057.73
19312,19053.16
40204,19051.43
55057,19039.26
19083,18998.03
80126,18989.05
08852,18974.49
19081,18964.68
98059,18925.91
10007,18910.48
93711,18909.06
11746,18896.32
95521,18884.67
63124,18850.920000000002
80501,18848.32
94521,18845.06
95747,18841.24
95945,18790.82
32303,18778.49
32043,18720.52
27614,18707.77
98516,18707.48
19971,18690.61
85737,18683.43
99507,18671.61
60126,18634.12
80120,18608.85
85283,18608.11
92064,18589.73
80127,18565.9
48230,18562.43
48198,18552.26
78758,18545.94
98146,18542.16
34293,18538.44
08648,18529.35
80121,18526.38
98021,18506.01
33458,18501.03
85260,18482.72
33701,18469.19
92691,18468.07
77055,18452.38
28202,18430.15
10018,18389.41
10956,18388.53
33076,18386.72
19720,18361.92
94538,18331.63
27511,18316.64
79912,18305.54
94541,18299.83
22124,18299.55
27518,18297.58
32301,18297.36
30214,18295.69
59718,18293.86
04860,18273.93
23235,18264.68
92211,18243.41
80919,18237.76
93405,18235.22
98087,18180.72
01741,18167.48
49009,18153.89
11103,18129.36
12603,18123.58
10536,18111.49
90016,18111.33
33143,18106.24
20120,18100.05
92673,18085.22
80538,18075.23
77004,18047.87
97478,18041.87
95134,18011.02
96720,18003.42
43026,17984.12
33019,17982.98
27106,17964.04
83706,17953.52
92886,17951.24
90005,17933.9
30096,17927.63
33706,17909.58
91501,17906.52
98077,17895.17
48236,17888.24
97220,17873.89
94601,17873.16
93012,17857.16
80403,17848.24
94582,17801.67
08033,17786.74
22310,17785.38
98403,17767.24
02062,17752.33
59801,17751.25
99501,17738.51
34110,17733.83
12498,17732.97
94544,17725.26
29205,17721.62
27104,17721.11
98512,17694.38
89144,17680.35
80222,17661.89
85284,17642.1
23225,17629.22
48858,17618.7
92124,17615.86
33301,17584.54
63104,17582.41
44143,17549.72
85020,17542.99
95073,17539.83
86001,17534.41
85259,17532.88
10504,17521.49
32803,17493.71
96825,17491.49
96817,17490.6
30188,17472.2
20169,17465.57
05482,17454.06
06002,17446.22
98660,17436.34
98039,17434.67
22308,17433.94
22911,17433.5
37830,17426.19
32606,17412.47
80112,17389.92
35802,17389.76
90094,17379.43
98056,17348.09
30005,17337.15
04102,17329.75
12484,17318.86
96768,17293.58
20170,17290.03
87043,17288.73
97086,17282.79
34698,17274.06
31328,17252.67
01740,17249.13
93420,17241.29
60004,17235.16
14221,17233.98
95928,17230.65
91325,17230.35
96813,17229.88
98685,17227.68
93065,17220.36
92692,17207.88
75080,17201.61
93010,17193.87
55001,17191.69
91784,17185.01
02067,17169.58
19335,17123.88
02657,17120.45
10570,17102.39
37919,17095.22
19006,17090.09
96753,17089.09
80228,17086.95
33436,17083.95
93063,17081.77
53213,17081.27
33131,17064.91
83815,17035.85
96740,17031.15
80023,17025.39
94803,17001.87
23220,17000.65
63131,16995.19
63017,16988.14
78737,16970.37
86005,16967.98
30126,16958.05
90731,16957.87
33062,16940.82
50014,16936.9
20164,16934.03
19073,16924.23
91311,16921.21
48167,16891.71
97123,16891.19
11787,16889.09
10282,16832.96
78730,16810.79
78734,16810.56
32940,16764.97
22041,16759.12
33021,16755.19
83712,16754.39
86336,16753.76
02148,16740.22
19095,16737.78
80227,16734.26
95691,16726.63
91910,16683.87
77584,16663.6
48025,16658.72
83616,16633.36
20721,16632.98
85021,16618.7
90720,16615.72
89521,16613.07
90250,16612.17
43202,16587.56
46033,16586.87
08831,16574.72
70119,16566.5
44022,16565.58
37221,16564.92
19128,16559.23
07753,16558.61
12508,16548.19
89523,16547.41
17055,16545.7
02748,16539.74
94928,16538.62
93446,16534.2
15228,16533.61
73120,16521.36
19444,16518.05
22033,16510.31
66209,16494.38
02026,16491
28409,16489.25
90028,16488.9
98036,16483.38
19810,16422.73
55413,16422.2
60067,16420.33
11968,16396.86
11237,16390.62
93021,16382.64
22044,16346.57
78230,16340.15
33462,16325.34
30040,16324.71
19144,16310.82
32953,16299.91
48322,16298.39
48067,16276.12
98038,16274.82
60641,16238.3
29412,16235.22
22192,16232.42
95758,16220.65
90245,16218.68
78722,16213.47
40503,16213.03
01801,16209.03
06820,16202.2
98661,16200.09
95835,16196.33
32607,16196
28209,16195.37
92604,16187.21
19460,16148.2
92054,16146.05
84121,16132.93
48207,16130.93
33042,16114.85
92056,16106.3
06883,16083.93
97701,16083.85
23229,16059.51
90012,16058.86
97218,16051.35
70130,16042.12
21286,16039.46
08840,16037.81
60076,16037.4
78705,16029.37
55409,16000.73
37209,15954.55
02739,15954.2
77009,15948.77
21012,15948.25
18104,15944.66
85331,15931.93
80237,15904.55
48323,15897.1
70808,15874.97
78739,15865.39
15218,15854.88
94134,15852.23
27608,15843.52
91024,15840.1
32137,15815.4
19422,15813.83
07003,15805.88
97045,15804.13
14620,15801.54
34242,15786.6
01938,15733.31
04103,15730.16
60616,15728.61
19086,15725.39
60203,15724.6
33908,15718.83
22303,15696.94
77380,15694.02
89113,15687.69
98282,15686.57
91335,15653.46
99515,15651.73
37064,15649.16
34119,15642.25
43212,15618.66
10004,15616.35
98513,15608.85
97304,15603.61
60525,15595.02
48302,15588.43
92647,15581.33
21231,15571.84
19123,15567.04
98332,15555.35
53207,15546.09
94552,15544.54
02494,15526.74
33609,15521.37
97267,15520.73
33401,15514.22
55082,15512.9
81623,15505.86
33138,15499.88
78681,15496.09
20006,15492.99
60047,15484.12
93428,15474.55
29466,15456.76
80230,15453.33
22152,15447.94
27502,15439.04
23221,15438.51
27606,15430.85
30607,15430.01
02090,15410.7
99517,15395.77
76107,15388.71
22401,15383.35
01240,15376.24
20774,15359.52
92694,15356.35
92234,15349.39
06896,15349.2
92663,15308.7
21601,15303.84
60098,15291.36
10598,15289.73
33483,15288.48
19342,15268.66
29928,15261.71
85715,15249.79
12208,15238.59
12526,15234.17
21146,15209.87
94518,15204.14
96821,15201.58
07921,15199.17
32080,15192.94
98503,15192.44
29909,15178.87
33467,15174.46
86303,15164.08
20874,15163.37
33130,15155.18
91206,15153.24
60630,15147.46
95682,15147.33
90056,15145.51
78717,15134.31
93704,15128.39
48070,15070.4
77382,15054.06
30032,15040.96
32669,15032.55
02021,15030.5
84106,15021.26
21224,15019.77
60115,15008.49
80129,15001.38
60608,14998.95
23188,14992.28
43016,14971.52
97031,14969.47
12571,14968.19
86326,14965.710000000001
07306,14948.14
05445,14947.68
60661,14933.8
60565,14928.88
12572,14915.93
10573,14915.39
98466,14904.13
95020,14855.56
48176,14849.48
35205,14846.05
60612,14841.66
99508,14823.69
06515,14823.05
01054,14820.72
94542,14813.51
10516,14805.79
01581,14804.73
93442,14803.23
06825,14787.18
77459,14786.53
96814,14774.86
27587,14768.13
91350,14768.08
30340,14757.19
04106,14751.01
61820,14744.61
48334,14741.07
11021,14738.63
33445,14733.19
60026,14724.72
28270,14712.51
92807,14712.06
94513,14709.12
85248,14699.21
23059,14696.69
50312,14692.37
88011,14684.25
33037,14683.68
01752,14682.48
32746,14677.53
91108,14674.63
78752,14674.02
80004,14672.91
06855,14672.84
94560,14672.58
76092,14669.68
75075,14661.78
32751,14633.03
08053,14619.51
33772,14614.39
95667,14595.49
78741,14589.08
20723,14552.95
50309,14552.35
60005,14537.65
78628,14527.1
38104,14526.41
80516,14521.99
89074,14521.95
